QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,ORIGIN_STATE_FIPS,DEST_STATE_FIPS,CRS_DEP_TIME,CRS_ARR_TIME,CRS_ELAPSED_TIME,DISTANCE,Destination,Carrier_index,Origin,ARR_DELAY,class,class2
3,9,27,3,13,22,1320,1345,85.0,425.0,259,23,22,-1.0,1,1
1,2,25,6,48,4,900,1055,175.0,1020.0,290,23,166,10.0,2,2
3,7,25,2,26,17,1140,1150,70.0,228.0,234,23,105,-7.0,0,1
1,1,7,6,6,32,922,1058,96.0,391.0,319,18,206,8.0,2,2
4,10,3,2,27,48,1930,2211,161.0,852.0,97,6,258,-19.0,0,1
1,1,6,5,48,17,1540,1824,164.0,925.0,274,20,176,2.0,1,1
3,7,11,2,8,26,1740,2215,155.0,1015.0,150,20,96,15.0,2,2
4,12,14,4,8,29,1620,1850,90.0,533.0,230,23,96,-7.0,0,1
2,5,7,7,27,36,2001,2331,150.0,980.0,14,6,258,-7.0,0,1
1,1,26,4,34,18,825,1051,146.0,645.0,184,7,121,5.0,1,1
3,8,30,3,51,12,1755,2017,142.0,758.0,232,20,174,-21.0,0,1
1,1,23,1,51,55,2040,2150,130.0,634.0,244,23,95,25.0,3,2
2,6,18,7,6,8,2235,150,135.0,862.0,96,23,206,6.0,2,2
4,11,6,1,48,36,1440,1854,194.0,1389.0,215,1,97,-2.0,1,1
4,11,4,6,12,13,545,727,102.0,581.0,22,6,129,-10.0,0,1
4,12,27,3,12,6,700,1005,365.0,2342.0,206,6,242,-18.0,0,1
3,7,26,3,48,6,1924,2039,195.0,1242.0,206,20,24,-35.0,0,1
3,9,3,7,48,8,850,953,123.0,641.0,96,1,97,191.0,5,3
3,8,9,3,36,36,800,922,82.0,301.0,55,3,196,-17.0,0,1
4,10,15,7,12,51,835,1108,153.0,919.0,95,1,242,-14.0,0,1
3,9,23,6,17,13,1315,1605,110.0,591.0,22,23,234,1.0,1,1
2,6,19,1,29,47,1315,1420,65.0,272.0,43,23,360,4.0,1,1
4,12,4,1,48,17,1640,1909,149.0,802.0,274,1,97,110.0,5,3
2,4,13,4,29,42,1950,2250,120.0,814.0,289,23,360,11.0,2,2
4,10,11,3,17,42,2144,40,116.0,678.0,289,1,274,8.0,2,2
2,6,6,2,30,27,540,914,154.0,913.0,258,18,163,-21.0,0,1
4,12,4,1,6,6,2030,2150,80.0,337.0,206,23,266,-3.0,1,1
1,1,20,5,13,17,2155,2255,120.0,591.0,234,23,22,-21.0,0,1
3,8,18,5,41,15,815,1115,360.0,2603.0,164,11,284,-12.0,0,1
2,4,20,4,21,12,930,1139,129.0,757.0,232,6,88,-16.0,0,1
1,1,27,5,17,29,2150,2257,67.0,258.0,360,1,274,-24.0,0,1
3,8,15,2,13,48,1810,1939,149.0,731.0,97,6,22,-23.0,0,1
3,8,18,5,8,6,757,919,142.0,846.0,353,20,96,-11.0,0,1
3,8,22,2,12,48,1859,2011,132.0,787.0,176,15,373,-13.0,0,1
3,8,4,5,48,51,1910,2305,175.0,1184.0,95,23,92,104.0,5,3
3,7,18,2,15,53,1110,1954,344.0,2688.0,336,2,200,-18.0,0,1
2,6,2,5,8,20,1955,2206,71.0,298.0,173,18,96,15.0,2,2
1,2,10,5,39,17,1550,1621,91.0,316.0,274,20,74,-21.0,0,1
1,3,27,1,13,18,910,1039,89.0,432.0,184,6,22,-7.0,0,1
2,4,6,4,17,1,1550,1745,115.0,584.0,35,18,274,-21.0,0,1
2,5,11,4,6,6,1455,1621,86.0,363.0,273,18,338,-1.0,1,1
3,7,5,3,48,48,1620,1725,65.0,293.0,207,23,92,3.0,1,1
4,10,19,4,48,48,600,700,60.0,239.0,92,23,166,-9.0,0,1
3,7,28,5,51,13,1810,2019,129.0,547.0,22,6,95,2.0,1,1
1,3,15,3,55,17,635,734,59.0,108.0,274,20,256,-28.0,0,1
1,1,16,1,37,37,929,1042,73.0,130.0,76,1,314,-6.0,0,1
3,9,3,7,6,32,1710,1810,60.0,197.0,204,23,273,-23.0,0,1
1,1,6,5,37,25,1135,1343,128.0,728.0,45,1,76,4.0,1,1
1,3,13,1,6,6,545,718,93.0,363.0,338,18,273,-24.0,0,1
1,2,27,1,51,6,1231,1537,366.0,2419.0,338,20,174,-2.0,1,1
4,10,19,4,8,36,41,614,213.0,1620.0,215,20,96,3.0,1,1
4,12,8,5,53,8,1315,1653,158.0,1024.0,96,20,336,-2.0,1,1
1,3,26,7,17,29,1000,1105,65.0,251.0,360,23,234,-9.0,0,1
3,9,28,4,44,51,1720,1845,85.0,356.0,95,23,307,0.0,1,1
3,7,8,6,4,6,600,725,85.0,370.0,206,23,290,-1.0,1,1
4,10,22,7,6,4,1120,1245,85.0,369.0,290,23,56,1.0,1,1
4,12,8,5,17,12,1047,1435,168.0,1005.0,232,20,274,-7.0,0,1
2,5,19,5,51,17,1900,2027,147.0,612.0,274,1,95,22.0,3,2
2,4,13,4,6,47,30,639,249.0,1797.0,43,1,206,-20.0,0,1
4,10,26,4,15,15,1420,1507,47.0,163.0,164,11,200,-2.0,1,1
4,12,27,3,36,41,2059,25,386.0,2454.0,284,3,196,45.0,4,2
1,2,27,1,18,12,1355,1610,135.0,829.0,232,23,184,-13.0,0,1
4,12,8,5,17,27,1210,1336,86.0,334.0,258,1,274,-2.0,1,1
1,1,15,7,51,17,1250,1406,136.0,612.0,274,1,95,-6.0,0,1
1,2,2,4,37,13,600,720,80.0,226.0,22,6,76,-20.0,0,1
4,12,4,1,36,25,1200,1315,75.0,184.0,45,1,215,5.0,1,1
2,6,16,5,17,27,1235,1410,95.0,334.0,258,20,274,-18.0,0,1
3,7,18,2,42,12,1307,1557,170.0,993.0,324,1,289,53.0,4,2
1,3,16,4,48,48,1650,1834,104.0,517.0,176,7,16,-1.0,1,1
1,2,27,1,32,21,1640,2310,210.0,1624.0,335,23,204,3.0,1,1
1,1,2,1,8,16,1852,2056,124.0,649.0,44,20,96,-10.0,0,1
3,9,23,6,24,6,1420,1705,345.0,2439.0,344,23,57,-18.0,0,1
1,2,22,3,13,17,1008,1057,109.0,533.0,42,7,22,-5.0,1,1
3,9,3,7,6,53,1040,1235,115.0,733.0,140,18,338,21.0,3,2
2,6,21,3,13,4,1147,1235,228.0,1587.0,290,6,22,-23.0,0,1
4,12,9,6,48,48,750,930,100.0,469.0,97,1,237,4.0,1,1
4,12,8,5,6,32,1145,1313,88.0,258.0,204,18,326,-2.0,1,1
2,6,15,4,48,12,1420,1740,140.0,849.0,232,23,166,9.0,2,2
2,4,12,3,24,33,1615,1735,80.0,377.0,241,23,57,10.0,2,2
4,12,8,5,48,13,700,1004,124.0,731.0,22,1,97,-1.0,1,1
4,10,12,4,8,48,1250,1551,121.0,641.0,97,20,96,-13.0,0,1
4,10,4,3,36,17,1230,1411,161.0,733.0,274,1,215,-8.0,0,1
1,3,15,3,53,27,710,1214,184.0,1254.0,258,18,301,-30.0,0,1
1,3,17,5,8,48,500,800,120.0,641.0,97,1,96,-13.0,0,1
3,9,27,3,53,26,735,1455,260.0,1927.0,105,6,336,-3.0,1,1
3,8,29,2,48,26,710,1106,176.0,1149.0,105,6,24,-24.0,0,1
2,4,4,2,36,13,1540,1814,154.0,718.0,328,3,196,43.0,4,2
2,4,26,3,24,53,1645,1935,350.0,2335.0,336,2,57,-31.0,0,1
4,10,10,2,53,6,1525,1729,124.0,672.0,266,2,336,-9.0,0,1
1,3,20,1,48,22,600,720,80.0,436.0,259,23,92,-15.0,0,1
4,10,30,1,48,36,1435,1901,206.0,1389.0,215,1,97,38.0,3,2
4,11,15,3,29,41,1340,1610,270.0,1708.0,284,23,360,9.0,2,2
1,3,28,2,49,6,1820,1905,105.0,588.0,266,23,348,-10.0,0,1
1,1,12,4,6,41,1915,2145,150.0,933.0,284,23,326,12.0,2,2
3,9,5,2,48,4,710,745,155.0,868.0,290,1,97,-25.0,0,1
2,6,21,3,48,6,1230,1323,173.0,1171.0,326,1,97,-6.0,0,1
1,3,9,4,29,48,1115,1255,100.0,546.0,92,23,360,3.0,1,1
4,12,7,4,12,13,1515,1710,115.0,515.0,22,6,324,-6.0,0,1
2,5,12,5,47,13,530,730,60.0,214.0,22,6,43,-2.0,1,1
1,3,20,1,15,6,1620,55,335.0,2676.0,326,2,217,-33.0,0,1
4,10,14,6,53,6,1740,1945,125.0,696.0,344,2,336,-20.0,0,1
3,7,21,5,6,6,755,915,80.0,262.0,329,18,338,116.0,5,3
4,11,26,7,45,34,1735,1923,108.0,550.0,121,15,264,83.0,5,3
2,6,21,3,37,39,1912,2053,101.0,416.0,74,7,314,129.0,5,3
2,5,4,4,55,27,1145,1256,71.0,228.0,258,18,256,-14.0,0,1
2,4,22,6,4,6,1420,1615,115.0,647.0,351,23,290,-2.0,1,1
3,9,5,2,17,39,2230,35,65.0,307.0,74,23,234,146.0,5,3
4,12,29,5,48,6,1555,1745,230.0,1379.0,206,15,176,-45.0,0,1
4,10,18,3,27,17,1730,1908,98.0,349.0,234,18,258,-3.0,1,1
3,9,8,5,48,6,1850,1959,189.0,1171.0,326,1,97,-8.0,0,1
2,6,29,4,4,34,1534,2321,287.0,2133.0,121,1,290,-8.0,0,1
4,11,22,3,8,8,1121,1229,68.0,212.0,143,18,96,-4.0,1,1
1,3,3,5,34,12,1111,1417,186.0,1023.0,283,20,121,10.0,2,2
2,5,11,4,51,13,700,852,112.0,534.0,22,6,174,-17.0,0,1
2,6,22,4,53,53,1125,1242,77.0,224.0,140,18,336,101.0,5,3
3,7,17,1,37,17,1940,2054,134.0,599.0,274,18,76,114.0,5,3
1,3,28,2,13,5,1918,2000,102.0,453.0,218,6,22,-12.0,0,1
2,5,14,7,17,24,1340,1630,110.0,611.0,57,23,234,-15.0,0,1
2,4,9,7,48,12,1030,1413,163.0,1119.0,129,1,97,-9.0,0,1
4,11,13,1,8,4,615,820,125.0,602.0,290,23,96,-26.0,0,1
4,11,16,4,6,35,942,1240,118.0,677.0,2,18,206,-23.0,0,1
1,2,24,5,8,51,1240,1752,192.0,1452.0,174,20,96,8.0,2,2
3,8,2,3,45,26,1248,1441,113.0,508.0,105,7,152,-24.0,0,1
2,6,16,5,24,6,615,839,324.0,2295.0,326,2,57,11.0,2,2
1,1,13,5,51,17,1945,2107,142.0,612.0,274,20,95,18.0,2,2
2,5,24,3,17,36,1200,1514,134.0,733.0,215,18,274,-14.0,0,1
3,7,2,7,34,48,530,759,209.0,1400.0,176,20,121,-14.0,0,1
1,1,12,4,40,48,1434,1547,73.0,237.0,97,1,376,11.0,2,2
2,4,26,3,13,40,2149,2301,132.0,674.0,376,6,22,-5.0,1,1
3,8,3,4,6,6,915,1045,90.0,372.0,353,23,338,24.0,3,2
4,11,10,5,12,39,945,1205,140.0,930.0,77,23,324,-5.0,1,1
3,9,14,4,12,37,1721,1931,130.0,650.0,76,1,242,-18.0,0,1
4,12,17,7,48,36,820,1255,215.0,1521.0,196,6,24,-25.0,0,1
4,12,20,3,40,24,1100,1440,160.0,1180.0,57,23,270,-8.0,0,1
1,1,15,7,32,42,1150,1928,278.0,2176.0,289,1,204,-15.0,0,1
1,1,26,4,42,37,515,700,105.0,449.0,76,1,289,-4.0,1,1
4,11,18,6,13,42,942,1128,106.0,620.0,233,6,22,-4.0,1,1
2,4,14,5,13,26,750,946,116.0,594.0,105,15,22,-8.0,0,1
2,4,12,3,12,36,1435,1725,170.0,1205.0,14,23,324,5.0,1,1
1,2,24,5,4,17,1951,14,203.0,1440.0,274,1,290,-10.0,0,1
1,2,3,5,12,34,1350,1640,170.0,1068.0,121,20,324,17.0,2,2
3,9,8,5,4,6,1331,1525,114.0,621.0,344,1,290,-15.0,0,1
4,12,25,1,26,42,2021,2142,81.0,201.0,296,6,105,53.0,4,2
3,9,11,1,25,17,1035,1227,172.0,867.0,274,1,45,-22.0,0,1
1,1,12,4,6,6,1650,1738,48.0,89.0,329,18,206,0.0,1,1
2,6,18,7,47,26,2120,2350,90.0,456.0,105,23,43,7.0,2,2
2,6,14,3,48,26,1735,2123,168.0,986.0,105,18,97,-8.0,0,1
1,3,23,4,36,13,715,947,152.0,780.0,22,7,167,14.0,2,2
2,5,13,6,34,12,819,1114,175.0,1023.0,283,20,121,-11.0,0,1
1,2,14,2,48,48,710,740,90.0,496.0,114,23,327,-9.0,0,1
2,6,8,4,28,28,1430,1509,39.0,69.0,235,18,292,-7.0,0,1
4,10,16,1,48,42,1535,2010,215.0,1325.0,289,20,176,-46.0,0,1
4,10,10,2,29,42,1610,1920,130.0,814.0,289,1,360,-6.0,0,1
2,6,29,4,13,12,2007,2200,113.0,545.0,283,6,22,30.0,3,2
4,10,14,6,6,53,615,813,118.0,672.0,336,2,266,20.0,2,2
1,2,15,3,49,16,1110,1201,51.0,150.0,294,18,348,1.0,1,1
1,2,12,7,6,27,1515,2102,227.0,1589.0,258,6,338,-17.0,0,1
2,5,15,1,25,37,830,1053,143.0,728.0,76,3,45,1.0,1,1
1,1,27,5,12,25,640,941,181.0,1237.0,45,3,129,-13.0,0,1
2,6,28,3,12,36,707,1005,178.0,1076.0,215,15,129,-12.0,0,1
4,12,27,3,12,24,1945,2135,110.0,663.0,57,23,195,-3.0,1,1
1,3,22,3,4,26,1532,2218,226.0,1671.0,105,1,290,-7.0,0,1
2,4,13,4,13,12,1124,1127,63.0,240.0,109,6,22,-10.0,0,1
1,1,27,5,13,37,2231,2350,79.0,377.0,182,7,22,-14.0,0,1
1,1,24,2,27,12,510,1003,233.0,1501.0,242,1,258,-23.0,0,1
3,8,16,3,32,46,725,1203,158.0,1104.0,135,8,204,94.0,5,3
1,3,12,7,12,26,750,1049,179.0,1127.0,105,15,129,-7.0,0,1
3,8,11,5,17,18,915,1106,51.0,84.0,330,18,274,-5.0,1,1
4,10,16,1,18,34,1657,1900,123.0,645.0,121,7,184,166.0,5,3
3,9,10,7,13,36,1434,1654,140.0,780.0,167,7,22,-18.0,0,1
1,2,15,3,6,15,845,1245,360.0,2556.0,164,20,206,4.0,1,1
1,2,7,2,13,51,1802,1929,87.0,357.0,320,7,22,126.0,5,3
4,10,16,1,4,6,1720,1845,85.0,370.0,206,23,290,119.0,5,3
2,4,20,4,42,29,715,840,145.0,814.0,360,23,289,126.0,5,3
4,10,6,5,26,36,600,741,101.0,502.0,215,15,105,10.0,2,2
3,7,12,3,13,47,2224,2315,51.0,106.0,66,7,22,-10.0,0,1
2,4,28,5,6,24,640,1435,295.0,2295.0,57,23,326,-29.0,0,1
2,6,3,6,17,12,1402,1744,162.0,1005.0,232,20,274,-7.0,0,1
3,9,12,2,48,12,717,1110,173.0,1143.0,242,1,327,1.0,1,1
2,6,2,5,13,12,1900,2031,91.0,404.0,232,6,22,-9.0,0,1
3,9,3,7,53,13,1510,2254,284.0,2182.0,22,6,336,1.0,1,1
3,7,4,2,20,48,1510,1700,110.0,542.0,176,7,177,-16.0,0,1
4,11,3,5,51,48,1155,1420,205.0,1192.0,97,1,95,-3.0,1,1
2,4,21,5,72,36,800,1206,246.0,1598.0,196,1,346,-14.0,0,1
4,12,2,6,4,17,620,1040,200.0,1440.0,274,1,290,-15.0,0,1
4,10,20,5,4,4,1659,1749,50.0,119.0,128,18,290,-12.0,0,1
3,9,28,4,36,24,1545,1655,70.0,220.0,57,23,189,-8.0,0,1
2,6,11,7,39,17,850,900,70.0,307.0,234,23,74,-14.0,0,1
3,7,30,7,13,18,2220,2355,95.0,432.0,184,23,22,16.0,2,2
2,6,30,5,25,4,1015,1253,338.0,2300.0,290,1,45,-1.0,1,1
3,8,11,5,17,32,2034,2250,256.0,1514.0,204,8,274,-23.0,0,1
1,2,11,6,34,48,1630,1930,240.0,1400.0,176,20,121,-8.0,0,1
1,2,21,2,6,34,955,1757,302.0,2425.0,121,2,326,-2.0,1,1
1,3,26,7,21,17,2020,2040,80.0,264.0,274,18,88,-16.0,0,1
3,9,24,7,13,12,900,1046,106.0,545.0,283,6,22,-13.0,0,1
4,12,17,7,4,19,1230,1617,167.0,1150.0,104,8,290,-31.0,0,1
4,12,30,6,32,48,1530,2000,150.0,1069.0,327,23,204,4.0,1,1
2,4,29,6,6,6,1851,2003,72.0,266.0,255,18,206,-6.0,0,1
2,6,23,5,29,37,1429,1727,118.0,575.0,76,1,360,-3.0,1,1
3,8,1,2,13,17,2108,2220,132.0,606.0,274,6,22,-28.0,0,1
3,9,25,1,6,32,910,1033,83.0,236.0,204,18,206,-19.0,0,1
4,11,9,4,12,13,820,954,94.0,406.0,22,6,373,-1.0,1,1
4,10,7,6,17,12,1335,1705,150.0,997.0,373,23,234,4.0,1,1
2,5,13,6,56,8,550,711,81.0,313.0,96,18,138,-18.0,0,1
3,8,3,4,32,6,2125,2220,55.0,197.0,273,23,204,66.0,5,3
4,12,8,5,12,26,1839,2124,165.0,983.0,105,6,373,-21.0,0,1
1,3,30,4,24,6,810,1050,340.0,2295.0,326,23,57,12.0,2,2
3,8,27,7,24,26,1140,1310,90.0,409.0,105,23,57,-12.0,0,1
2,6,29,4,53,8,1200,1552,172.0,1024.0,96,2,336,-12.0,0,1
3,8,3,4,4,6,2145,2250,65.0,325.0,273,23,290,197.0,5,3
1,2,5,7,29,4,717,1000,223.0,1262.0,290,1,360,-32.0,0,1
2,4,27,4,51,24,1235,1330,55.0,159.0,57,23,275,-3.0,1,1
1,2,19,7,55,6,1420,1645,265.0,1756.0,206,23,244,-11.0,0,1
3,9,27,3,48,48,1955,2115,80.0,441.0,166,23,227,57.0,4,2
3,9,28,4,13,39,1009,1149,100.0,554.0,74,6,22,5.0,1,1
2,5,18,4,26,17,1752,1814,82.0,235.0,274,6,105,-11.0,0,1
2,4,6,4,72,13,1545,1954,249.0,1547.0,22,6,346,-2.0,1,1
2,5,29,1,22,13,1805,2039,94.0,425.0,22,6,259,11.0,2,2
1,2,10,5,42,37,700,846,106.0,366.0,76,1,296,-25.0,0,1
4,10,31,2,17,47,1405,1530,85.0,395.0,43,23,234,-10.0,0,1
4,11,30,4,6,32,1625,1745,80.0,386.0,204,23,344,6.0,2,2
1,1,24,2,32,6,1835,2005,90.0,414.0,338,23,204,-9.0,0,1
4,10,12,4,37,51,920,1025,65.0,257.0,317,1,76,-4.0,1,1
3,9,23,6,6,4,852,1024,92.0,370.0,290,18,206,-2.0,1,1
1,2,15,3,48,40,2200,2254,54.0,175.0,270,1,97,-13.0,0,1
2,5,11,4,34,12,1050,1345,175.0,1023.0,283,20,121,-32.0,0,1
4,12,14,4,12,24,2035,2302,147.0,925.0,57,15,129,-23.0,0,1
3,9,23,6,48,48,1130,1235,65.0,239.0,166,23,92,27.0,3,2
3,9,27,3,8,35,1640,1800,80.0,349.0,2,23,96,26.0,3,2
1,3,6,1,12,21,1905,2115,130.0,719.0,335,23,232,136.0,5,3
3,9,12,2,4,48,1515,1930,135.0,872.0,24,23,290,-14.0,0,1
3,8,2,3,15,6,2045,457,312.0,2556.0,206,20,164,-24.0,0,1
1,2,16,4,22,6,1440,1715,275.0,1670.0,206,6,259,-40.0,0,1
1,1,17,2,13,26,1055,1255,120.0,594.0,105,6,22,-10.0,0,1
2,4,14,5,6,53,650,1000,190.0,978.0,336,2,353,-25.0,0,1
4,10,21,6,5,48,650,823,93.0,374.0,176,7,218,-16.0,0,1
2,4,11,2,6,8,1845,2209,144.0,846.0,96,8,353,-25.0,0,1
2,4,26,3,6,6,1215,1338,83.0,354.0,216,3,338,3.0,1,1
3,7,27,4,46,13,600,928,148.0,954.0,22,6,135,-6.0,0,1
2,5,9,2,39,8,615,730,195.0,1201.0,96,23,74,-15.0,0,1
4,12,26,2,49,16,1700,1755,55.0,175.0,380,18,348,44.0,4,2
1,1,1,7,51,53,800,1102,362.0,2329.0,336,2,95,-1.0,1,1
1,2,21,2,53,4,1115,1506,171.0,1107.0,290,1,336,-8.0,0,1
3,7,27,4,6,8,630,955,145.0,948.0,96,23,344,-2.0,1,1
3,7,25,2,48,48,651,942,111.0,551.0,97,1,114,-5.0,1,1
3,8,28,1,37,12,1454,1652,118.0,600.0,324,1,76,-17.0,0,1
2,5,14,7,37,13,1330,1502,92.0,356.0,22,6,314,-16.0,0,1
3,9,2,6,8,53,700,902,182.0,1024.0,336,2,96,-28.0,0,1
2,5,26,5,48,13,1821,2135,134.0,813.0,22,6,24,-21.0,0,1
4,10,26,4,13,12,2108,2215,67.0,270.0,195,6,22,0.0,1,1
4,12,7,4,15,15,1336,1416,40.0,100.0,164,11,268,4.0,1,1
4,10,20,5,40,48,1935,2105,90.0,453.0,166,23,376,35.0,3,2
2,5,3,3,34,6,1850,2202,372.0,2434.0,353,20,121,-21.0,0,1
1,1,11,3,4,25,1332,2020,288.0,2300.0,45,1,290,-30.0,0,1
4,11,20,1,25,51,1000,1149,109.0,474.0,317,3,45,-5.0,1,1
3,8,19,6,8,34,1222,1819,237.0,1605.0,121,20,96,4.0,1,1
3,9,6,3,13,21,1207,1330,83.0,373.0,88,6,22,-21.0,0,1
4,11,6,1,48,6,1230,1349,199.0,1205.0,353,1,97,5.0,1,1
3,8,18,5,37,13,820,943,83.0,356.0,22,6,314,-9.0,0,1
2,5,27,6,39,6,1740,1942,302.0,2052.0,206,15,74,7.0,2,2
2,5,17,3,4,12,1219,1927,248.0,1849.0,232,1,290,-12.0,0,1
4,10,2,1,8,8,1835,1923,48.0,73.0,96,18,82,1.0,1,1
4,12,19,2,48,12,2000,2334,154.0,956.0,283,20,176,69.0,5,3
1,2,26,7,26,48,1859,2105,186.0,986.0,97,1,105,0.0,1,1
4,11,29,3,27,38,2029,2249,140.0,546.0,187,18,258,-30.0,0,1
4,12,10,7,41,6,1355,1520,85.0,329.0,338,18,238,-6.0,0,1
2,5,11,4,37,39,2225,2357,92.0,430.0,74,1,76,24.0,3,2
1,1,3,2,27,38,1109,1248,99.0,386.0,37,18,258,-13.0,0,1
1,2,28,2,31,17,1455,1640,105.0,416.0,274,20,271,-23.0,0,1
3,9,1,5,17,26,1436,1658,82.0,235.0,105,18,274,11.0,2,2
4,11,4,6,48,48,1845,1931,106.0,551.0,114,1,97,2.0,1,1
3,7,16,7,34,6,1720,2055,395.0,2548.0,344,2,121,-52.0,0,1
3,9,17,7,51,8,1739,1935,236.0,1452.0,96,20,174,-10.0,0,1
3,9,27,3,4,41,1310,1545,155.0,1009.0,284,2,290,-7.0,0,1
4,12,24,7,72,51,1905,2159,234.0,1554.0,95,3,346,-22.0,0,1
2,5,26,5,42,17,650,751,121.0,528.0,274,7,333,-21.0,0,1
4,11,19,7,40,48,1345,1445,60.0,237.0,92,23,376,-2.0,1,1
1,3,23,4,32,8,840,1137,117.0,628.0,96,20,204,-20.0,0,1
1,1,25,3,48,6,600,720,200.0,1200.0,273,23,92,-21.0,0,1
2,6,22,4,41,53,1345,1437,52.0,129.0,336,2,284,-4.0,1,1
2,4,29,6,55,17,1722,1835,73.0,213.0,274,7,89,97.0,5,3
4,10,6,5,32,4,1920,2103,103.0,601.0,290,1,319,-4.0,1,1
2,5,25,4,6,48,1200,1725,205.0,1497.0,24,23,266,-10.0,0,1
3,8,11,5,2,53,1900,2328,208.0,1448.0,336,6,17,-16.0,0,1
2,4,24,1,8,49,846,1019,93.0,391.0,348,18,96,-1.0,1,1
1,3,18,6,4,19,1859,2346,167.0,1150.0,104,1,290,-2.0,1,1
1,1,22,7,37,9,1425,1615,110.0,644.0,29,1,76,0.0,1,1
1,3,4,6,41,48,620,1155,215.0,1626.0,92,23,284,-7.0,0,1
3,7,30,7,6,6,1533,1640,67.0,250.0,338,18,7,61.0,5,3
4,12,24,7,12,9,1530,1822,172.0,1180.0,29,3,324,15.0,2,2
4,10,13,5,15,15,630,709,39.0,100.0,268,11,164,-4.0,1,1
4,10,11,3,37,48,1135,1324,169.0,936.0,97,1,76,-10.0,0,1
3,8,5,6,49,24,940,1551,251.0,1865.0,57,6,348,-18.0,0,1
1,1,20,5,26,48,1708,1914,186.0,986.0,97,1,105,71.0,5,3
4,11,18,6,36,36,728,847,79.0,264.0,321,3,196,-16.0,0,1
1,1,5,4,4,27,1950,2354,184.0,1276.0,258,1,290,-21.0,0,1
4,10,2,1,8,48,1435,1735,120.0,641.0,97,1,96,-9.0,0,1
2,4,9,7,12,26,615,853,158.0,957.0,105,6,232,0.0,1,1
4,12,28,4,12,13,855,1051,116.0,594.0,22,6,242,12.0,2,2
1,3,22,3,41,32,1825,2030,125.0,763.0,204,23,284,-2.0,1,1
1,3,23,4,5,8,925,1032,127.0,616.0,96,18,395,-2.0,1,1
2,6,22,4,4,48,700,1119,139.0,813.0,97,1,378,-10.0,0,1
4,10,24,2,36,13,1500,1727,147.0,780.0,22,7,167,121.0,5,3
3,9,24,7,36,12,1605,1845,160.0,1011.0,232,23,55,-22.0,0,1
3,9,3,7,29,4,745,915,210.0,1262.0,290,1,360,8.0,2,2
4,11,8,3,13,25,1245,1520,155.0,946.0,45,6,22,-16.0,0,1
4,10,24,2,17,27,1230,1406,96.0,334.0,258,18,274,6.0,2,2
4,12,17,7,37,13,630,734,64.0,164.0,22,6,25,1.0,1,1
4,11,10,5,51,17,1610,1745,155.0,717.0,274,1,275,-6.0,0,1
4,11,29,3,17,29,2140,2250,70.0,251.0,360,23,234,-19.0,0,1
2,5,7,7,32,6,600,717,77.0,236.0,206,20,204,-6.0,0,1
3,8,23,3,42,6,1745,2024,339.0,2370.0,326,1,289,5.0,1,1
4,10,29,7,40,24,915,1305,170.0,1180.0,57,23,270,-9.0,0,1
3,7,17,1,72,12,314,611,177.0,1179.0,232,3,302,-25.0,0,1
1,2,10,5,36,12,800,1135,215.0,1089.0,242,6,196,46.0,4,2
4,10,22,7,26,8,2018,2132,194.0,1123.0,96,6,105,-2.0,1,1
1,2,4,6,16,53,1547,1620,93.0,399.0,336,18,44,-15.0,0,1
2,5,31,3,26,29,910,940,90.0,440.0,360,23,105,-12.0,0,1
1,3,11,6,12,48,1704,1848,164.0,861.0,176,20,324,-10.0,0,1
4,11,5,7,53,6,1800,2010,130.0,697.0,344,23,336,68.0,5,3
3,8,4,5,1,12,520,745,85.0,459.0,373,23,35,-5.0,1,1
3,8,16,3,45,12,1258,1443,105.0,529.0,129,15,264,-18.0,0,1
1,3,18,6,48,12,1640,1818,98.0,489.0,299,7,176,-10.0,0,1
2,4,7,5,30,49,620,746,86.0,402.0,348,18,163,-22.0,0,1
3,7,9,7,32,21,2240,524,224.0,1678.0,88,6,204,-4.0,1,1
2,5,19,5,53,4,945,1235,170.0,1107.0,290,2,336,-16.0,0,1
1,3,16,4,12,22,1215,1325,130.0,675.0,259,1,242,-3.0,1,1
3,8,30,3,26,42,2030,2132,62.0,164.0,116,18,105,-25.0,0,1
4,11,11,6,17,6,1354,1645,291.0,1846.0,338,20,274,-9.0,0,1
3,8,4,5,12,48,935,1120,105.0,571.0,166,23,109,10.0,2,2
1,1,11,3,37,23,1814,2023,129.0,813.0,309,1,76,-1.0,1,1
2,6,18,7,37,37,1615,1724,69.0,130.0,76,1,314,-15.0,0,1
3,7,7,5,6,53,715,915,120.0,672.0,336,23,266,-1.0,1,1
4,11,21,2,37,6,1825,2119,354.0,2296.0,338,1,76,-18.0,0,1
3,7,15,6,32,6,1445,1551,66.0,231.0,216,3,204,25.0,3,2
1,2,1,3,51,44,1155,1320,85.0,356.0,307,23,95,-16.0,0,1
4,12,6,3,12,55,1615,1800,165.0,1075.0,244,23,373,12.0,2,2
2,6,21,3,12,48,1140,1326,166.0,985.0,97,1,232,-4.0,1,1
2,5,27,6,12,17,550,808,198.0,1197.0,274,20,242,-2.0,1,1
3,7,29,6,39,13,545,726,101.0,554.0,22,6,74,-4.0,1,1
3,7,12,3,48,48,858,1205,127.0,667.0,176,7,114,-8.0,0,1
2,6,12,1,53,6,1346,1640,174.0,954.0,206,6,336,-8.0,0,1
