QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,ORIGIN_STATE_FIPS,DEST_STATE_FIPS,CRS_DEP_TIME,CRS_ARR_TIME,CRS_ELAPSED_TIME,DISTANCE,Destination,Carrier_index,Origin,ARR_DELAY,class,class2
3,9,12,2,17,36,1605,1922,137.0,733.0,215,20,274,-22.0,0,1
1,2,18,6,38,27,640,749,69.0,223.0,258,6,124,-2.0,1,1
4,10,20,5,4,6,1155,1305,70.0,304.0,326,23,290,-1.0,1,1
2,5,10,3,51,36,1440,1619,99.0,292.0,215,7,317,-2.0,1,1
4,11,13,1,8,24,1555,2110,195.0,1491.0,57,23,96,-8.0,0,1
1,2,8,3,6,32,1410,1520,70.0,258.0,204,23,326,-11.0,0,1
4,11,17,5,17,47,1730,2010,100.0,475.0,383,7,274,-2.0,1,1
1,1,31,2,32,48,1749,2240,171.0,1222.0,176,15,204,-1.0,1,1
2,4,13,4,49,30,1553,1722,89.0,402.0,163,18,348,-17.0,0,1
1,3,2,4,19,32,1150,1300,190.0,1216.0,204,23,104,-19.0,0,1
3,9,23,6,51,12,1525,1815,170.0,899.0,129,23,95,-28.0,0,1
2,4,23,7,48,40,1745,1915,90.0,429.0,376,7,176,-6.0,0,1
1,1,2,1,36,12,710,1013,183.0,944.0,232,3,196,-16.0,0,1
3,8,18,5,29,51,1615,1935,140.0,949.0,95,23,230,12.0,2,2
3,9,14,4,53,53,740,848,68.0,224.0,140,18,336,-13.0,0,1
2,6,5,1,8,48,1050,1348,118.0,641.0,97,1,96,5.0,1,1
4,12,26,2,1,48,1455,1704,129.0,562.0,176,7,35,8.0,2,2
2,4,8,6,45,13,615,722,67.0,192.0,22,7,59,-18.0,0,1
4,12,12,2,6,6,1125,1250,85.0,337.0,338,23,206,-5.0,1,1
2,4,22,6,4,27,1421,1928,187.0,1276.0,258,15,290,38.0,3,2
1,2,2,4,17,8,1248,1459,191.0,1013.0,21,18,274,13.0,2,2
3,7,12,3,39,27,1728,1831,123.0,574.0,258,18,93,114.0,5,3
1,1,23,1,49,49,1834,1939,65.0,221.0,348,18,62,35.0,3,2
1,2,1,3,12,6,1903,2137,334.0,2218.0,206,3,232,-3.0,1,1
3,8,17,4,13,37,2120,2240,80.0,331.0,126,6,22,-1.0,1,1
1,1,2,1,51,48,2005,2236,211.0,1192.0,97,1,95,-6.0,0,1
4,10,1,7,17,18,1615,1821,66.0,177.0,184,7,274,-8.0,0,1
1,2,8,3,48,6,1440,1608,208.0,1235.0,206,1,97,-22.0,0,1
4,12,7,4,27,55,2029,2145,76.0,236.0,23,6,258,-22.0,0,1
4,10,31,2,48,42,600,1014,194.0,1303.0,289,1,97,-11.0,0,1
2,6,18,7,15,15,1112,1201,49.0,163.0,200,11,164,-10.0,0,1
2,4,1,6,26,55,2030,2046,76.0,311.0,256,6,105,-3.0,1,1
4,12,29,5,29,6,1345,1615,270.0,1735.0,338,23,360,35.0,3,2
4,11,1,3,42,17,750,910,140.0,678.0,274,1,289,4.0,1,1
1,1,19,4,4,29,1240,1605,145.0,1044.0,230,23,290,-8.0,0,1
3,8,29,2,12,36,2145,44,179.0,1089.0,196,1,242,-16.0,0,1
1,1,27,5,49,53,835,948,133.0,546.0,140,18,348,27.0,3,2
1,2,1,3,12,36,1112,1418,186.0,1096.0,215,6,242,-15.0,0,1
3,7,17,1,49,4,1243,1300,77.0,262.0,290,18,340,-20.0,0,1
3,9,21,4,6,17,630,1239,249.0,1781.0,274,20,351,-16.0,0,1
1,3,19,7,6,6,1540,1705,85.0,447.0,326,23,338,-4.0,1,1
1,3,15,3,42,26,600,734,94.0,371.0,105,6,233,104.0,5,3
2,5,2,2,53,6,1235,1515,160.0,954.0,206,6,336,72.0,5,3
1,2,11,6,8,17,1535,1900,145.0,888.0,274,20,96,-28.0,0,1
3,7,23,7,12,6,2140,24,344.0,2342.0,206,1,242,-20.0,0,1
4,11,14,2,17,53,1920,2202,282.0,1721.0,336,2,274,-19.0,0,1
1,2,27,1,48,22,1855,2015,80.0,383.0,53,7,97,8.0,2,2
1,1,10,2,6,32,1747,1918,91.0,407.0,204,3,266,31.0,3,2
2,6,1,4,17,26,700,918,78.0,235.0,105,6,274,-4.0,1,1
4,10,12,4,37,6,1504,1659,295.0,2077.0,326,1,76,49.0,4,2
2,4,4,2,17,12,1845,2215,150.0,997.0,373,23,234,31.0,3,2
4,10,6,5,32,49,1426,1620,54.0,200.0,348,18,112,3.0,1,1
3,8,6,7,12,18,1530,1745,135.0,837.0,184,23,373,-14.0,0,1
2,6,25,7,12,13,2225,2350,85.0,404.0,22,23,232,17.0,2,2
1,3,30,4,26,17,620,630,70.0,228.0,234,23,105,11.0,2,2
3,7,13,4,6,6,2205,2325,80.0,446.0,266,23,326,-7.0,0,1
3,7,20,4,34,12,1315,1615,180.0,1085.0,242,20,121,50.0,4,2
2,4,6,4,13,1,841,904,83.0,302.0,251,18,22,22.0,3,2
4,10,10,2,48,48,825,937,72.0,190.0,97,1,24,36.0,3,2
4,11,5,7,6,27,600,1139,219.0,1589.0,258,6,338,-34.0,0,1
3,9,19,2,51,42,630,738,68.0,119.0,289,1,95,12.0,2,2
1,2,9,4,17,17,900,1000,60.0,139.0,248,7,274,-4.0,1,1
3,9,6,3,32,48,1715,2150,155.0,1067.0,92,23,204,-5.0,1,1
1,3,9,4,48,48,645,741,56.0,190.0,24,1,97,25.0,3,2
3,8,12,6,39,26,1338,1441,63.0,133.0,105,18,60,11.0,2,2
1,3,7,2,32,48,1258,1739,161.0,1055.0,97,1,204,-19.0,0,1
1,3,4,6,15,15,1734,1812,38.0,100.0,164,11,268,4.0,1,1
3,8,4,5,26,17,710,714,64.0,137.0,274,7,150,-16.0,0,1
4,10,23,1,37,36,915,1117,122.0,544.0,215,7,76,-14.0,0,1
4,11,29,3,53,6,550,756,126.0,672.0,266,2,336,-3.0,1,1
4,12,7,4,47,13,710,814,64.0,106.0,22,18,66,-20.0,0,1
3,7,27,4,48,6,1912,2007,175.0,1226.0,216,3,24,-7.0,0,1
1,1,26,4,12,21,1655,1900,125.0,727.0,335,23,373,-5.0,1,1
2,5,14,7,6,53,1435,1722,167.0,954.0,336,6,206,-2.0,1,1
3,7,7,5,41,6,545,707,82.0,329.0,338,20,238,-6.0,0,1
4,11,17,5,32,13,1333,2027,234.0,1747.0,22,15,204,-28.0,0,1
2,5,28,7,49,32,1100,1128,88.0,422.0,319,6,348,-4.0,1,1
1,1,12,4,6,48,1505,1945,160.0,1164.0,24,23,326,25.0,3,2
4,11,14,2,49,49,930,1030,60.0,221.0,348,18,62,-17.0,0,1
3,8,3,4,19,4,750,901,191.0,1150.0,290,1,104,8.0,2,2
4,11,17,5,48,48,1040,1150,70.0,293.0,207,23,92,-5.0,1,1
3,9,24,7,12,21,1045,1302,137.0,757.0,88,8,232,-26.0,0,1
1,3,14,2,8,48,1540,1900,140.0,883.0,166,23,96,-9.0,0,1
2,4,25,2,13,26,1355,1554,119.0,594.0,105,6,22,-4.0,1,1
1,1,1,7,2,2,1400,1548,108.0,571.0,17,2,199,222.0,5,3
4,12,3,7,13,12,1815,2010,115.0,581.0,129,23,22,-8.0,0,1
1,1,22,7,21,8,1700,1815,195.0,1069.0,96,18,88,-20.0,0,1
4,11,30,4,13,39,1900,2035,95.0,447.0,77,6,22,7.0,2,2
3,7,21,5,51,26,1943,2126,103.0,405.0,105,6,95,-5.0,1,1
3,8,9,3,8,48,1635,1938,123.0,641.0,97,1,96,-17.0,0,1
1,1,13,5,6,25,832,1706,334.0,2611.0,45,20,206,-45.0,0,1
1,1,30,1,48,34,1915,2345,210.0,1504.0,121,23,24,-32.0,0,1
3,8,18,5,49,6,1821,1907,106.0,588.0,216,3,348,-1.0,1,1
4,12,15,5,37,13,1355,1534,99.0,356.0,22,6,314,-1.0,1,1
4,10,25,3,6,13,725,1440,255.0,1947.0,22,23,206,19.0,2,2
4,12,4,1,48,48,1035,1153,78.0,224.0,97,1,176,-16.0,0,1
2,6,13,2,6,17,1905,55,230.0,1751.0,234,23,206,1.0,1,1
1,2,1,3,48,12,1045,1340,115.0,781.0,373,23,166,-4.0,1,1
1,1,6,5,12,48,1200,1357,177.0,966.0,176,20,129,8.0,2,2
2,5,11,4,29,25,1855,2255,180.0,1256.0,45,23,230,62.0,5,3
2,5,27,6,26,34,1213,1400,107.0,488.0,121,7,105,7.0,2,2
4,11,14,2,53,6,1115,1335,140.0,679.0,338,6,336,-23.0,0,1
4,10,6,5,12,42,1600,1830,150.0,861.0,289,23,232,-17.0,0,1
1,3,9,4,13,13,1626,1737,71.0,208.0,22,7,391,-12.0,0,1
1,3,11,6,17,42,1650,1947,117.0,678.0,289,1,274,-1.0,1,1
2,6,20,2,19,29,635,735,60.0,259.0,360,23,104,158.0,5,3
2,5,11,4,24,6,2000,2240,340.0,2329.0,206,23,57,5.0,1,1
4,10,6,5,6,42,2245,704,319.0,2521.0,289,20,338,26.0,3,2
1,3,7,2,13,17,1408,1505,117.0,591.0,234,6,22,-20.0,0,1
2,6,29,4,17,9,1355,1700,125.0,777.0,29,23,234,-23.0,0,1
4,11,11,6,27,37,1159,1531,152.0,930.0,76,1,258,3.0,1,1
1,3,20,1,48,48,1735,1830,55.0,189.0,24,23,92,-10.0,0,1
4,11,29,3,32,55,1010,1535,205.0,1524.0,244,23,204,-2.0,1,1
1,2,2,4,8,8,1116,1220,64.0,125.0,21,18,96,-2.0,1,1
1,3,28,2,39,12,1530,1822,172.0,1025.0,324,20,74,-26.0,0,1
2,6,16,5,6,49,1320,1616,116.0,590.0,348,6,206,3.0,1,1
1,2,12,7,4,6,2055,2141,106.0,370.0,206,1,290,-12.0,0,1
3,8,5,6,8,39,1125,1621,176.0,1154.0,77,18,96,-13.0,0,1
4,10,21,6,6,6,1235,1339,64.0,109.0,326,18,206,18.0,2,2
3,9,5,2,34,55,1004,1137,153.0,799.0,256,7,121,9.0,2,2
3,7,16,7,48,51,1945,2352,187.0,1208.0,95,20,176,-18.0,0,1
3,7,15,6,26,27,1805,1840,95.0,408.0,258,6,150,-20.0,0,1
4,11,6,1,25,13,2100,2353,173.0,946.0,22,3,45,3.0,1,1
1,1,15,7,37,36,1300,1445,105.0,603.0,368,1,76,-4.0,1,1
1,2,3,5,13,5,2126,2226,120.0,589.0,395,6,22,39.0,3,2
3,7,5,3,6,8,1415,1745,150.0,967.0,96,23,338,34.0,3,2
4,12,1,5,6,4,1105,1310,65.0,325.0,290,23,273,-3.0,1,1
4,12,4,1,36,12,1311,1606,175.0,1035.0,283,3,215,7.0,2,2
1,1,19,4,13,12,1207,1346,99.0,515.0,324,6,22,-3.0,1,1
2,4,17,1,55,21,615,843,88.0,318.0,88,18,244,153.0,5,3
3,8,11,5,6,17,1300,1910,250.0,1855.0,234,23,338,13.0,2,2
3,8,7,1,6,4,1507,1616,69.0,261.0,290,18,305,-7.0,0,1
2,4,15,6,12,37,1200,1405,125.0,700.0,314,1,242,1.0,1,1
1,2,2,4,48,22,915,1038,83.0,383.0,53,7,97,-12.0,0,1
1,1,7,6,36,36,650,821,91.0,301.0,55,3,196,-21.0,0,1
4,11,26,7,17,33,2210,110,120.0,838.0,241,23,234,164.0,5,3
3,9,27,3,21,17,1628,1804,96.0,342.0,274,18,281,5.0,1,1
4,12,2,6,12,9,1010,1250,160.0,1111.0,29,23,373,-12.0,0,1
1,3,22,3,15,15,1908,1959,51.0,216.0,191,11,164,57.0,4,2
3,7,16,7,13,12,1537,1724,107.0,515.0,324,6,22,9.0,2,2
3,7,18,2,18,12,1545,1803,138.0,829.0,232,8,184,63.0,5,3
2,4,24,1,49,6,1705,1754,109.0,532.0,351,6,348,-3.0,1,1
3,7,2,7,13,6,1458,1635,277.0,1947.0,206,6,22,-12.0,0,1
2,6,1,4,12,48,1955,2115,140.0,781.0,166,23,373,-10.0,0,1
1,2,20,1,41,6,1225,1437,132.0,817.0,56,18,284,5.0,1,1
3,9,5,2,13,48,935,1055,140.0,813.0,24,23,22,-19.0,0,1
3,8,27,7,8,4,1143,1241,118.0,602.0,290,20,96,-18.0,0,1
1,2,5,7,32,6,1925,2035,70.0,236.0,206,23,204,16.0,2,2
1,3,23,4,8,17,1245,1600,135.0,895.0,234,23,96,-12.0,0,1
2,5,28,7,15,15,941,1022,41.0,100.0,268,11,164,-1.0,1,1
4,12,6,3,6,6,612,750,98.0,373.0,206,18,351,-15.0,0,1
2,5,11,4,42,6,1600,1910,370.0,2521.0,338,1,289,-13.0,0,1
1,3,20,1,6,6,1420,1517,57.0,89.0,206,18,329,18.0,2,2
2,5,18,4,34,6,1600,1905,365.0,2454.0,206,20,121,30.0,3,2
3,7,23,7,22,12,805,1100,115.0,674.0,129,23,259,2.0,1,1
2,5,9,2,6,18,2240,538,238.0,1814.0,184,6,206,23.0,3,2
4,11,20,1,48,25,910,1348,218.0,1562.0,45,1,97,-15.0,0,1
1,3,19,7,48,42,1031,1440,189.0,1303.0,289,1,97,16.0,2,2
4,10,25,3,41,48,835,1414,219.0,1616.0,97,2,284,-12.0,0,1
2,5,12,5,48,6,900,1035,215.0,1357.0,353,23,166,9.0,2,2
1,1,21,6,36,50,2245,2356,71.0,266.0,54,3,196,-10.0,0,1
1,2,23,4,24,44,2025,2135,70.0,327.0,307,23,57,1.0,1,1
1,1,9,1,51,17,1635,1740,125.0,601.0,234,23,95,13.0,2,2
1,1,9,1,12,8,1835,2050,255.0,1546.0,96,23,232,-9.0,0,1
4,12,11,1,27,26,1130,1415,105.0,528.0,105,6,258,34.0,3,2
1,3,7,2,12,72,1030,1400,150.0,1046.0,346,23,129,-5.0,1,1
4,10,12,4,8,6,1921,2055,154.0,909.0,351,20,96,31.0,3,2
3,7,25,2,17,6,2005,2234,269.0,1829.0,344,1,274,10.0,2,2
1,1,24,2,39,36,1158,1340,102.0,419.0,215,7,74,49.0,4,2
1,2,13,1,27,8,1545,1645,120.0,680.0,96,23,258,31.0,3,2
1,3,26,7,16,4,630,737,127.0,735.0,290,1,44,-16.0,0,1
4,12,12,2,20,48,805,940,95.0,328.0,97,1,177,-2.0,1,1
3,8,14,1,4,6,840,1010,90.0,370.0,206,23,290,-5.0,1,1
1,3,20,1,48,6,1700,1812,192.0,1188.0,273,1,97,-17.0,0,1
1,3,15,3,2,2,1213,1250,37.0,123.0,199,2,303,20.0,2,2
2,6,27,2,6,36,2034,452,318.0,2446.0,196,3,326,14.0,2,2
1,1,25,3,51,13,645,852,127.0,481.0,22,6,317,-26.0,0,1
2,5,18,4,36,13,830,1103,153.0,760.0,22,6,196,14.0,2,2
1,1,14,6,17,36,825,1127,122.0,733.0,215,1,274,-20.0,0,1
1,1,24,2,22,36,1720,2119,179.0,1183.0,215,6,259,88.0,5,3
1,2,5,7,6,6,650,808,78.0,324.0,216,3,344,-17.0,0,1
4,11,9,4,4,29,1940,2310,150.0,1044.0,230,23,290,-2.0,1,1
4,12,14,4,48,48,2045,2158,73.0,247.0,327,1,97,20.0,2,2
3,9,26,2,15,15,551,629,38.0,100.0,268,11,164,-7.0,0,1
1,1,28,6,8,24,745,1300,195.0,1491.0,57,23,96,-9.0,0,1
1,3,6,1,6,15,700,1040,340.0,2378.0,200,2,266,10.0,2,2
4,12,31,7,12,72,705,1044,159.0,1045.0,346,1,242,-20.0,0,1
4,10,27,5,6,15,853,1125,332.0,2417.0,164,2,344,-7.0,0,1
3,8,16,3,32,8,940,1231,111.0,628.0,96,20,204,-10.0,0,1
3,7,21,5,12,8,1220,1407,227.0,1546.0,96,20,232,1.0,1,1
2,5,16,2,36,6,1010,1341,391.0,2586.0,338,3,196,30.0,3,2
4,12,20,3,53,6,1510,1749,159.0,954.0,206,6,336,-17.0,0,1
3,8,11,5,6,6,635,755,80.0,417.0,326,23,344,-1.0,1,1
3,9,13,3,53,6,1950,2136,106.0,605.0,351,2,336,0.0,1,1
4,10,25,3,39,4,1301,1435,274.0,1737.0,290,8,74,-24.0,0,1
3,8,21,1,47,37,1245,1533,108.0,511.0,76,1,236,-9.0,0,1
2,5,6,6,78,12,1619,1918,179.0,1107.0,129,15,362,-5.0,1,1
2,5,27,6,30,49,1310,1438,88.0,402.0,348,18,163,-4.0,1,1
1,1,29,7,6,8,545,909,144.0,844.0,96,18,125,15.0,2,2
3,7,31,1,25,36,1506,1623,77.0,187.0,196,3,45,-17.0,0,1
1,3,21,2,13,36,840,1055,135.0,762.0,215,23,22,3.0,1,1
4,11,17,5,36,6,929,1310,401.0,2586.0,338,3,196,10.0,2,2
3,9,22,5,26,8,1545,1655,190.0,1123.0,96,20,105,-13.0,0,1
3,7,24,1,6,48,1005,1528,203.0,1235.0,97,18,206,-8.0,0,1
3,8,13,7,41,37,1105,1858,293.0,2282.0,76,1,284,1.0,1,1
3,8,6,7,17,6,700,932,272.0,1846.0,338,20,274,-4.0,1,1
2,6,24,6,12,29,1205,1325,140.0,869.0,360,23,373,-7.0,0,1
2,5,17,3,27,17,1135,1305,90.0,349.0,234,23,258,7.0,2,2
3,7,20,4,51,25,1050,1223,93.0,399.0,45,3,95,-9.0,0,1
1,1,26,4,51,17,605,713,128.0,531.0,274,7,320,-20.0,0,1
2,5,7,7,4,6,1356,1534,98.0,425.0,32,18,290,31.0,3,2
2,6,10,6,13,49,1912,2111,239.0,1590.0,348,6,22,-8.0,0,1
3,7,24,1,39,8,1750,1908,198.0,1201.0,96,8,74,-9.0,0,1
4,11,25,6,6,17,1715,2321,246.0,1846.0,274,20,338,-27.0,0,1
2,6,16,5,6,34,2112,525,313.0,2425.0,121,20,326,9.0,2,2
1,1,15,7,37,6,2011,2300,349.0,2296.0,338,1,76,-22.0,0,1
4,12,8,5,6,24,2255,655,300.0,2295.0,57,2,326,-9.0,0,1
4,10,20,5,8,53,2215,10,175.0,1024.0,336,20,96,-13.0,0,1
4,10,31,2,4,34,1540,2318,278.0,2133.0,121,1,290,-27.0,0,1
4,12,20,3,12,32,740,940,300.0,1984.0,204,23,373,3.0,1,1
3,8,28,1,12,13,1755,2000,125.0,594.0,22,6,242,-5.0,1,1
1,1,19,4,4,42,1310,1935,265.0,2075.0,289,1,290,23.0,3,2
3,9,14,4,40,8,1135,1210,95.0,495.0,96,23,270,287.0,5,3
4,12,21,4,15,15,641,735,54.0,216.0,191,11,164,5.0,1,1
3,8,9,3,6,36,2321,749,328.0,2569.0,196,3,344,3.0,1,1
2,4,4,2,13,12,837,947,70.0,270.0,195,6,22,61.0,5,3
4,11,16,4,48,6,2020,2155,215.0,1246.0,206,23,92,16.0,2,2
4,12,13,3,36,48,1206,1522,256.0,1416.0,176,20,215,50.0,4,2
4,11,25,6,13,25,2120,2355,155.0,946.0,45,23,22,-4.0,1,1
1,3,15,3,37,8,1609,1802,233.0,1337.0,96,20,76,-9.0,0,1
2,4,3,1,53,29,1735,2253,198.0,1489.0,230,2,336,5.0,1,1
1,3,24,5,36,55,1530,1655,145.0,738.0,244,23,215,6.0,2,2
4,11,16,4,17,8,730,917,167.0,888.0,96,20,274,3.0,1,1
2,6,29,4,39,13,845,1029,104.0,554.0,22,6,74,1.0,1,1
4,10,23,1,8,42,1005,1544,219.0,1558.0,289,20,96,4.0,1,1
3,8,1,2,48,72,1027,1557,270.0,2007.0,346,20,176,10.0,2,2
3,9,12,2,39,6,703,850,287.0,1995.0,206,6,77,-2.0,1,1
3,8,23,3,13,25,650,934,164.0,946.0,45,3,22,-20.0,0,1
2,6,25,7,12,24,835,1110,155.0,946.0,57,1,242,-9.0,0,1
1,1,17,2,41,51,1000,1754,294.0,2350.0,95,2,284,3.0,1,1
2,5,23,2,48,17,1933,2153,140.0,802.0,274,20,97,-17.0,0,1
4,11,9,4,4,6,1500,1534,94.0,370.0,206,1,290,-1.0,1,1
1,1,4,3,51,26,948,1128,100.0,405.0,105,6,95,1.0,1,1
4,11,18,6,48,6,1440,1630,230.0,1390.0,206,23,166,-9.0,0,1
2,5,30,2,27,17,1135,1305,90.0,349.0,234,23,258,-1.0,1,1
2,5,4,4,24,13,1820,2015,115.0,577.0,22,23,57,139.0,5,3
4,11,12,7,26,36,1205,1329,84.0,353.0,190,18,105,-18.0,0,1
1,2,20,1,37,12,920,1057,97.0,468.0,232,1,76,37.0,3,2
3,9,7,4,6,53,910,1120,130.0,679.0,336,2,338,25.0,3,2
4,10,2,1,36,23,1348,1507,79.0,273.0,309,3,196,9.0,2,2
3,8,14,1,5,13,540,808,88.0,453.0,22,6,218,-9.0,0,1
4,10,31,2,29,29,1815,1915,60.0,237.0,230,23,360,-13.0,0,1
4,10,28,6,6,17,630,1239,249.0,1781.0,274,20,351,-8.0,0,1
3,8,29,2,6,29,1045,1655,250.0,1735.0,360,18,338,-10.0,0,1
3,8,3,4,51,8,800,956,236.0,1463.0,82,8,174,33.0,3,2
3,9,13,3,37,44,2034,2232,118.0,683.0,307,1,76,-9.0,0,1
1,3,28,2,8,6,1935,2059,144.0,853.0,326,8,96,-17.0,0,1
3,7,3,1,37,36,920,1056,96.0,546.0,55,1,76,0.0,1,1
1,3,22,3,41,4,1615,1845,150.0,1009.0,290,23,284,22.0,3,2
4,10,30,1,16,48,725,1132,187.0,1272.0,97,1,44,-14.0,0,1
1,2,13,1,36,24,555,710,75.0,281.0,57,23,55,-8.0,0,1
4,10,9,1,4,6,635,745,70.0,304.0,326,23,290,-10.0,0,1
3,7,16,7,4,27,903,1415,192.0,1276.0,258,6,290,-23.0,0,1
3,8,29,2,20,17,1213,1411,118.0,588.0,274,18,177,13.0,2,2
1,2,20,1,17,48,1145,1414,149.0,802.0,97,1,274,-4.0,1,1
4,11,2,4,6,13,1355,2110,255.0,1946.0,22,23,206,-4.0,1,1
2,5,15,1,48,5,850,1017,87.0,374.0,218,7,176,-21.0,0,1
3,9,9,6,8,36,1030,1618,228.0,1620.0,215,6,96,-11.0,0,1
4,10,11,3,17,39,1735,1945,70.0,307.0,74,23,234,-6.0,0,1
1,1,23,1,8,6,1525,1652,147.0,862.0,206,20,96,63.0,5,3
3,9,29,5,17,36,2005,2321,136.0,733.0,215,20,274,-34.0,0,1
2,5,22,1,51,6,700,1002,362.0,2311.0,206,1,95,-5.0,1,1
1,2,23,4,32,48,105,555,170.0,1222.0,176,20,204,-16.0,0,1
4,11,13,1,12,36,710,958,168.0,1005.0,196,6,373,-31.0,0,1
4,11,11,6,55,17,1725,1837,72.0,160.0,274,18,23,2.0,1,1
3,7,22,6,24,36,1045,1150,65.0,220.0,189,23,57,-12.0,0,1
4,12,28,4,51,8,1310,1516,246.0,1476.0,96,8,95,-12.0,0,1
4,12,22,5,48,48,1255,1345,110.0,551.0,114,1,97,30.0,3,2
3,9,28,4,48,6,605,735,210.0,1390.0,206,23,166,-18.0,0,1
3,9,11,1,6,6,1050,1229,99.0,337.0,206,20,338,48.0,4,2
3,9,7,4,17,27,1315,1428,73.0,268.0,323,18,274,-16.0,0,1
2,6,9,5,25,51,1900,2046,106.0,399.0,95,1,45,66.0,5,3
2,6,30,5,49,19,1425,1749,144.0,955.0,104,18,348,-6.0,0,1
2,5,22,1,49,6,1510,1608,118.0,584.0,344,6,348,18.0,2,2
2,5,13,6,24,27,1307,1445,158.0,936.0,258,6,57,-3.0,1,1
3,7,14,5,12,13,1755,1953,118.0,545.0,22,6,283,-3.0,1,1
2,6,3,6,6,32,1240,1345,65.0,236.0,204,23,206,5.0,1,1
3,9,30,6,17,31,1330,1507,97.0,416.0,271,18,274,1.0,1,1
2,6,15,4,47,48,600,810,130.0,657.0,176,20,43,-10.0,0,1
4,11,14,2,36,12,1025,1330,185.0,1035.0,283,6,215,0.0,1,1
1,3,20,1,48,48,1630,1735,65.0,239.0,166,23,92,-3.0,1,1
1,2,27,1,12,29,2020,2215,175.0,1057.0,360,23,129,24.0,3,2
2,5,27,6,1,12,730,1000,90.0,479.0,232,23,35,-8.0,0,1
1,1,19,4,25,12,1612,1950,218.0,1237.0,129,3,45,-19.0,0,1
1,2,9,4,12,36,1934,2231,177.0,1096.0,215,1,242,32.0,3,2
4,12,11,1,6,6,940,1056,76.0,199.0,338,18,312,-22.0,0,1
3,9,24,7,6,6,2005,2136,91.0,372.0,338,18,353,10.0,2,2
3,7,7,5,6,6,725,826,61.0,158.0,338,18,125,15.0,2,2
4,11,1,3,17,42,2220,40,80.0,402.0,296,23,234,-4.0,1,1
3,9,30,6,25,26,915,1130,135.0,632.0,105,6,45,-15.0,0,1
3,8,17,4,32,6,1941,2044,63.0,231.0,216,3,204,39.0,3,2
2,6,1,4,15,53,2155,642,347.0,2701.0,336,2,217,-39.0,0,1
2,6,3,6,17,13,2054,2359,125.0,606.0,22,20,274,-26.0,0,1
1,1,19,4,36,36,2241,3,82.0,264.0,321,3,196,-10.0,0,1
2,6,12,1,13,37,550,659,69.0,226.0,76,1,22,-6.0,0,1
3,8,5,6,48,49,700,855,175.0,1087.0,348,6,327,1.0,1,1
3,8,11,5,26,25,2156,2346,110.0,632.0,45,6,105,23.0,3,2
4,11,28,2,8,37,1150,1700,190.0,1436.0,314,23,96,4.0,1,1
2,5,31,3,6,4,1645,1801,76.0,304.0,290,1,326,-7.0,0,1
4,12,14,4,12,37,650,819,89.0,328.0,76,1,195,9.0,2,2
4,10,28,6,6,12,700,1445,285.0,2149.0,232,23,326,-15.0,0,1
4,10,9,1,29,17,1914,2054,100.0,403.0,274,18,230,-18.0,0,1
2,5,12,5,13,12,2215,2354,99.0,404.0,232,8,22,-28.0,0,1
4,11,29,3,48,48,1113,1250,97.0,469.0,97,1,237,552.0,5,3
2,4,12,3,15,53,1111,2009,358.0,2688.0,336,2,200,-4.0,1,1
4,12,28,4,17,48,1603,1859,176.0,925.0,176,20,274,128.0,5,3
2,6,21,3,6,13,2250,630,280.0,2139.0,22,20,338,25.0,3,2
1,3,8,3,34,48,620,931,251.0,1372.0,97,1,121,-7.0,0,1
3,8,2,3,27,18,2020,2259,99.0,411.0,330,18,258,0.0,1,1
1,1,11,3,4,6,1825,1830,65.0,304.0,326,23,290,72.0,5,3
3,8,23,3,53,8,1000,1345,165.0,1024.0,96,2,336,-8.0,0,1
3,7,27,4,42,32,2049,2229,280.0,1910.0,204,15,296,105.0,5,3
3,7,30,7,47,37,1510,1735,85.0,442.0,314,23,43,6.0,2,2
4,10,11,3,12,42,2140,33,173.0,1013.0,289,1,242,23.0,3,2
3,7,18,2,32,38,740,1214,154.0,1048.0,37,8,204,-12.0,0,1
2,4,17,1,8,35,2155,2305,70.0,349.0,2,23,96,12.0,2,2
4,11,13,1,41,13,630,1400,270.0,2172.0,22,6,284,-24.0,0,1
2,5,17,3,12,24,545,800,135.0,842.0,57,23,373,-5.0,1,1
4,10,7,6,24,13,1620,1813,113.0,577.0,22,6,57,10.0,2,2
3,8,10,4,48,8,950,1100,130.0,775.0,96,23,24,-7.0,0,1
4,11,1,3,29,17,1850,2013,83.0,258.0,274,18,360,-3.0,1,1
2,6,13,2,48,48,1500,1600,60.0,239.0,92,23,166,16.0,2,2
4,10,19,4,26,55,2205,2223,78.0,311.0,256,6,105,-12.0,0,1
1,3,9,4,36,12,1700,1945,165.0,1079.0,373,23,321,-4.0,1,1
1,1,1,7,15,15,1720,1813,53.0,216.0,191,11,164,-2.0,1,1
3,9,19,2,12,17,655,835,160.0,990.0,234,23,232,0.0,1,1
3,7,25,2,55,17,1410,1530,80.0,269.0,274,18,108,-16.0,0,1
2,5,25,4,17,41,1220,1445,265.0,1739.0,284,20,274,-17.0,0,1
3,9,11,1,48,29,1120,1250,90.0,460.0,230,23,92,64.0,5,3
4,10,12,4,42,8,930,1140,250.0,1558.0,96,23,289,-14.0,0,1
4,10,4,3,34,17,1105,1234,149.0,719.0,274,18,121,-6.0,0,1
4,11,9,4,6,6,710,830,80.0,325.0,266,23,56,-7.0,0,1
